peak_acc,mean_acc,std_acc,acc_range,jerk_mean,gyro_mean,gyro_std,gyro_range,energy_acc,energy_gyro,label
0.5119941307320987,0.39950171024680553,0.1261547334609884,0.4911022565723737,0.1358102522433401,5.523841089749877,0.6486375020357266,6.111154114369874,0.3674316162713906,47.66434727095382,0
0.12264294372538269,0.09663821725711218,0.03268293756259728,0.08921090239619778,0.15000373196390532,6.3187307857495805,1.2086005266491386,5.480421626577091,0.017266162323221725,37.40475806323713,0
0.7730381841946173,0.35234890597574753,0.12247161214462969,0.6337499269755394,0.30083849131936974,23.770102880397395,3.800890191366421,20.441435294213147,0.8298238035883777,321.87685984762066,0
0.7682993370915822,0.3597251633114605,0.08682575286262655,0.8983964798034647,0.5810976181910076,24.443523095377373,4.678102420125509,13.892976949831251,0.9009795154064001,693.2202219954029,0
0.2342420583292567,0.1400933267963368,0.025035253426711243,0.26834588459578673,0.1923289898800093,20.213146246265477,3.911513094899363,17.465120802183826,0.07243112079352726,317.5749731733377,0
1.1665430905410143,0.8283075719537885,0.3358475088245616,1.3262386520457066,0.3788449883460968,27.734352815670388,3.5097199636018503,17.671996904345487,0.7727308787268613,759.9605298510437,0
0.5275450186584302,0.26827753947541483,0.1401937708115421,0.42944907542727406,0.2045139803280594,16.738186411589204,2.381463425419814,17.76821902766721,0.17027345853939335,554.8229995228609,0
0.9494692462263231,0.4552574698343696,0.09599554069921636,1.0342348764167852,0.4387715391161894,22.14120787318863,7.337177909038799,12.218210554753961,0.9354768236923092,330.32081299081426,0
1.0494137684631528,0.681404561845314,0.1743911654938418,0.669667665812466,0.2210402769436142,10.430316338775665,3.326038606714921,9.870106446657177,2.016224806032571,131.4552037495205,0
0.23155367053213186,0.15868324760061028,0.058387881151854976,0.21691167948920234,0.4740319489750085,15.320072294567332,3.9344986505194974,12.24500766438581,0.028852901048380827,155.3362313247076,0
0.13457210425540767,0.08808607698768961,0.021917919597283644,0.12180691939684127,0.5491615606593511,8.229474645317373,1.836118222529621,8.46718957917517,0.01527000809525133,41.6822367955361,0
0.4187265982051448,0.19449369575010744,0.11973048688545748,0.45426485740824213,0.3983720660807329,26.272357115443814,8.96154365394557,16.567323207594224,0.32240716536842273,903.5291272037847,0
0.9881841706804687,0.7494749634997396,0.16166761710576255,0.6581614442709842,0.17536433939806792,13.386125870161433,4.623627173102884,14.75835648451753,0.49843719374549494,226.87414464339494,0
0.5591521034636568,0.2733376611536292,0.06931980480178022,0.44875820202914307,0.5686003371518855,10.372885028601901,2.651695144838441,10.291076897783912,0.32685931642766225,210.639253608421,0
1.1586920244363221,0.5801720650013753,0.23110077803170914,0.9043903934081363,0.20666227190760716,2.069721473281451,0.5854606647435547,1.763144634622169,0.774954128712508,3.9323499117034126,0
1.099092474563319,0.5449572583150196,0.1417598201599875,0.9822277920231796,0.5921077497608304,8.019602873833511,2.4190383376579048,8.285322236017466,1.0346028847629338,102.40880754111876,0
0.5045614459911785,0.3294394360736512,0.11438707798709585,0.46493561718804327,0.09965937352992456,25.2237723720879,4.94976223931398,15.905176500698733,0.1428620674820506,882.0427768703685,0
0.8453207980265106,0.34373713392533334,0.17110866234372799,0.6220694324798788,0.4048450347251974,6.0566264411447515,1.8610881762473181,4.667931287462751,1.3613184860689755,25.908326149834494,0
0.4751729861552843,0.21163701523709205,0.13539518419076027,0.5352365679437228,0.19186789524333556,20.139537334991193,6.95149683707993,17.89680989903294,0.2922788864317899,349.94376556048854,0
0.20241304458648912,0.1536084871219186,0.056692576528865134,0.1983366228511886,0.23646638507678536,11.127077663767166,3.536037332149308,12.551089706701855,0.07500280119077705,206.74268840251426,0
0.8062348107697165,0.34962855181026814,0.10668562022157636,0.9184082861539093,0.3835359828127744,1.2667144968822597,0.16523209199904973,1.22168436518647,0.32994243992015404,1.1893234135740995,0
0.7036071683032447,0.4761718356457657,0.16210563995873278,0.5168427972420679,0.4416985717411447,7.880223537407202,1.5572890618906787,8.057875167461862,0.7299453875748506,110.15147643112185,0
0.8233741815303777,0.5165219250633575,0.09776329521113854,0.6756851279461346,0.195861302224949,8.075699657993423,3.1648922670708375,6.260027241451257,1.2461103314635977,94.34984310537827,0
